,claim nr,claim,most sim ngram,most sim paragraph,predicted stance,actual stance
183,7893,justin bieber saves man from bear attack        ,the pop brat 's smash,the deadly beast bolted after hearing the pop brat 's smash hit baby blasting out,agree,agree
184,7937,<unknown> <unknown> dead rumors not true         ,<unknown> published a story on,a bogus website with the url <unknown> published a story on sunday with the headline,agree,agree
185,7947,the story of the <unknown> lady is as fake as her third <unknown>  ,<unknown> would require placement of,second creating a third <unknown> would require placement of a tissue <unknown> beneath the skin,agree,agree
186,8007,girl poured acid on boyfriends penis after he released sex tape    ,called me a dog she,she just angrily called me a dog she asked how in the world i could,agree,agree
187,8069,man saved from bear attack when his justin bieber ringtones goes off sending bear fleeing,to thank for his <unknown>,<unknown> said he has his granddaughter to thank for his <unknown> selection   ,agree,agree
188,8140,this third <unknown> is probably only real in our hearts     ,an american news channel <number>,the claims come as an american news channel <number> news revealed <unknown> who goes by,agree,agree
189,8145,<unknown> to break into <number> companies         ,<unknown> and dave <unknown> in,founded by bill <unknown> and dave <unknown> in a palo alto california garage in <number>,agree,agree
190,8220,apple is going to shut down beats music       ,<unknown> down beats music is,apple <unknown> down beats music is unusual news given the efforts that the company has,agree,agree
191,8271,hungry florida cat defies death digs its way out of grave to return home video,<unknown> has severe trauma to,<unknown> tell fox <number> in tampa bay that the miracle <unknown> has severe trauma to,agree,agree
192,8273,<unknown> woman a fake           ,fame back in december <number>,this is <unknown> 's second run-in with viral fame back in december <number> she made,agree,agree
193,8347,jilted wife chops off <unknown> <unknown> manhood twice       ,he was stopped and the,he was stopped and the woman was taken in for treatment and then we discovered,agree,agree
194,8443,argentina 's president <unknown> boy to end <unknown> curse      ,<unknown> is referred to as,in argentina the <unknown> is referred to as el <unknown> in <unknown> it goes by,agree,agree
195,8493,three afghan soldiers found at canada border after leaving <unknown> <unknown> base   ,not believe the three soldiers,patrick said monday that the military does not believe the three soldiers pose a danger,agree,agree
196,8561,update children used as dogs in fights        ,<unknown> requested the help of,a school in springs <unknown> requested the help of inspector <unknown> wilson from the national,agree,agree
197,8601,no the world 's oldest tree has not been accidentally cut down by <unknown> in,<unknown> articles and websites ruins,related links identifying <unknown> articles and websites ruins of ancient city discovered in australian desert,agree,agree
198,8626,brit teenage jihadi killed in syrian airstrike as britain set to enter war  ,    ,              ,agree,agree
199,8631,pregnant woman loses eye after police shoot bean bag at her    ,<unknown> subsequently vowed to seek,<unknown> subsequently vowed to seek justice for the incident on her facebook page where she,agree,agree
200,8648,jealous wife who chopped off husbands penis for cheating on her chops it off a,what happened was when someone,the first we were aware of what happened was when someone came into the <unknown>,agree,agree
201,8771,<unknown> cat is getting gender assignment surgery        ,<unknown> thats a steal in,compared the human gender <unknown> thats a steal in <number> cnn spoke with a doctor,agree,agree
202,8775,justin bieber <unknown> saves russian fisherman from bear attack      ,sharp shock can stop an,sometimes a sharp shock can stop an angry bear in its tracks and that <unknown>,agree,agree
203,8798,woman pays <number> for third <unknown> to make herself less attractive to men  ,<unknown> 's dream is to,while <unknown> 's dream is to star in an mtv reality show she told the,agree,agree
204,8801,transgender teen <unknown> suicide <unknown> a <unknown> note urging the world to change  ,if you are reading this,the note begins if you are reading this it means that i have committed suicide,agree,agree
205,8831,<unknown> <unknown> <unknown> <unknown> player in the world       ,<unknown> fans who have been,the ranking is significant for many <unknown> fans who have been waiting for his triumphant,agree,agree
206,8853,<unknown> five-year-old billed for missing friends birthday party in england     ,alex was coming to the,she saw me and asked if alex was coming to the party at this time,agree,agree
207,8881,<unknown> cat <unknown> way out of grave and into our hearts    ,<unknown> is still in good,<unknown> is still in good spirits despite being hit by a car then buried alive,agree,agree
208,8918,saudi arabia 's national airline planning to introduce gender <unknown> on flights   ,<unknown> will order its staff,saudi arabia 's national airline <unknown> will order its staff to keep men and women,agree,agree
209,9034,there are still two mcdonalds that serve <unknown> from the <unknown>    ,chain 's <unknown> <unknown> needed,two decades ago the chain 's <unknown> <unknown> needed five and a half minutes to,agree,agree
210,9048,<unknown> cat to get gender assignment surgery        ,'re the ones who know,they 're the ones who know what they 're doing i mean i really do,agree,agree
211,9063,mystery of <unknown> giant <unknown> caught on camera yards from british harbour   ,<unknown> took a sceptical view,km group graphic artist <unknown> <unknown> took a sceptical view of the <unknown> find ,disagree,disagree
212,9067,finally proof that justin bieber is unbearable russian fisherman saved from bear attack when <unknown>,spot when a bear ambushed,<unknown> <number> was walking to his <unknown> spot when a bear ambushed him from behind,agree,agree
213,9140,no joke <unknown> billed for missing friends birthday party      ,<unknown> was a joke at,derek <unknown> says he thought the <unknown> was a joke at first   ,agree,agree
214,9210,<unknown> blasts fake report alleging she was abused by bill <unknown> keep me out of,came out recently and said,two women came out recently and said he assaulted them     ,agree,agree
215,9269,justin bieber saved this guy from a bear attack      ,was recently fishing in russia,<unknown> year old <unknown> <unknown> was recently fishing in russia 's <unknown> republic when he,agree,agree
216,9280,even though you 're gay i will always treat you the same way as i,    ,              ,agree,agree
217,9346,<unknown> woman a fake           ,    ,              ,agree,agree
218,9474,argentina 's president <unknown> young boy so he wo n't turn into <unknown>  ,<unknown> adopted jewish boy <unknown>,<unknown> <unknown> dec <number> upi argentinian president <unknown> <unknown> adopted jewish boy <unknown> <unknown> as,agree,agree
219,9543,argentina president <unknown> young jewish boy as <unknown> to prevent him from turning into <unknown>,<unknown> russia any seventh <unknown>,under argentine legend which reportedly originated in <unknown> russia any seventh <unknown> son will grow,agree,agree
220,9586,saudi arabia <unknown> <unknown> eyes          ,a women 's eyes to,so there you have it to allow a women 's eyes to capture the unfettered,agree,agree
221,9595,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,son born after six boys,according to an old argentinian legend the seventh son born after six boys with no,agree,agree
222,9632,<unknown> legend leads to jewish <unknown> 's adoption by argentina president    ,<unknown> has a pretty solid,argentina 's president <unknown> <unknown> de <unknown> has a pretty solid plan for keeping her,agree,agree
223,9700,argentinian president <unknown> <unknown> <unknown> jewish boy to protect him from <unknown> <unknown>  ,the honor only applied to,<unknown> is the first jewish <unknown> as the honor only applied to catholic boys until,agree,agree
224,9701,justin bieber saves man from bear attack        ,sharp shock can stop an,sometimes a sharp shock can stop an angry bear in its tracks and that <unknown>,agree,agree
225,9831,hands up dont shoot comes to hong <unknown> <unknown> movement     ,democratic elections in <number> and,in addition to democratic elections in <number> and continued autonomy for hong <unknown> as previously,agree,agree
226,9865,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,him was a knife and,next to him was a knife and his penis      ,agree,agree
227,9884,<unknown> the intersex cat to get gender assignment       ,of course the purpose of,of course the purpose of such procedures is n't to <unknown> gender but to ease,agree,agree
228,9896,<unknown> spouse chops off unfaithful husband 's manhood twice      ,able to reattach it but,surgeons were able to reattach it but <unknown> feng <unknown> into his hospital room and,agree,agree
229,9909,wife chops off cheating husbands penis twice        ,where she chopped his penis,but feng was able to sneak into the recovery room where she chopped his penis,agree,agree
230,9933,<unknown> cat to get gender assignment surgery        ,<unknown> cat getting gender assignment,this article originally appeared on newser <unknown> cat getting gender assignment surgery   ,agree,agree
231,9948,finally proof that justin bieber is unbearable russian fisherman saved from bear attack when <unknown>,n't to everyone 's taste,i know that sort of <unknown> is n't to everyone 's taste but my granddaughter,agree,agree
232,9950,<unknown> <unknown> personal doctor denies taking <unknown> selfie       ,<unknown> has denied cnn 's,according to tmz <unknown> <unknown> 's personal doctor <unknown> <unknown> has denied cnn 's allegations,agree,agree
233,9986,found at canadian border <number> afghan soldiers missing from <unknown> <unknown>    ,    ,              ,agree,agree
234,10059,iraqi army <unknown> two british planes carrying weapons for isil terrorists    ,asked london for explanations in,he said the iraqi parliament has asked london for explanations in this regard  ,agree,agree
235,10087,attention children of the <unknown> you can still get mcdonalds pizza    ,fans of the five-minute meal,fans of the five-minute meal need only travel to one of the two tiny border,agree,agree
236,10099,gender assignment surgery to be given to <unknown> cat      ,<unknown> cat getting gender assignment,this article originally appeared on newser <unknown> cat getting gender assignment surgery   ,agree,agree
237,10150,justin bieber saved this guy from a bear attack      ,a man fishing in northern,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
238,10283,apple killing beats music <number> fast facts you need to know    ,<unknown> beats music the streaming,apple is planning to <unknown> beats music the streaming music service that it acquired as,agree,agree
239,10296,man in china recovering in hospital after wife chopped off his penis   ,losing a lot of blood,a shocked lung chased his wife outside despite losing a lot of blood  ,agree,agree
240,10298,saudi airline rep denies plan to separate men and women on flights   ,    ,              ,agree,agree
241,10324,bieber <unknown> <unknown> bear saves man 's life       ,was recently fishing in russia,<unknown> year old <unknown> <unknown> was recently fishing in russia 's <unknown> republic when he,agree,agree
242,10344,us denies it threatened foley family         ,what the law is white,we did n't threaten anybody but we made clear what the law is white house,agree,agree
243,10357,woman gets third <unknown> to appear <unknown> to men      ,had to see countless doctors,she said she had to see countless doctors before finding one who would do the,agree,agree
244,10376,wife chopped her husband 's penis off after she discovered he had <unknown> on her,<unknown> to log out of,but after <unknown> to log out of his account stunned wife feng came across the,agree,agree
245,10378,the men caught <unknown> and wolf <unknown> their own mothers hilarious tv show <unknown> women,<unknown> what they told about,what 's the matter with you <unknown> what they told about you was true that,agree,agree
246,10446,<unknown> <unknown> doctor took selfie with unconscious comedian performed <unknown> without consent details  ,to be <unknown> <unknown> doctor,the unidentified doctor is believed to be <unknown> <unknown> doctor who was not certified to,agree,agree
247,10516,<unknown> cat buried cat <unknown> way out of grave after being left for dead ,<unknown> is still in good,<unknown> is still in good spirits despite being hit by a car then buried alive,agree,agree
248,10541,argentinian president <unknown> <unknown> <unknown> jewish boy to protect him from <unknown> <unknown>  ,by a <unknown> in <number>,starting in <number> the tradition was formally established by a <unknown> in <number> by juan,agree,agree
249,10590,this <unknown> cat returned home five days after being buried by its owner  ,<unknown> the cat is having,and today <unknown> the cat is having surgery at the humane society to repair his,agree,agree
250,10623,<unknown> spotted off the coast of britain        ,<unknown> movement then as it,at first all i could see was some <unknown> movement then as it rose from,disagree,disagree
251,10628,<unknown> aunt cuts off <unknown> penis after he bursts in on her on the toilet,the <unknown> walked in and,the <unknown> was using her mobile phone when the <unknown> walked in and asked if,agree,agree
252,10665,pictures shocking pictures comparing us school lunches to other countries goes viral   ,<unknown> the rules set fat,in addition to whole grain <unknown> the rules set fat calorie sugar and sodium limits,agree,agree
253,10699,a justin bieber <unknown> just saved a mans life who was being attacked by a,<unknown> may be glad to,orlando <unknown> may be glad to know he is not the only one who cant,agree,agree
254,10747,<unknown> spouse chops off unfaithful husband 's manhood twice      ,<unknown> and joy was <unknown>,the <unknown> <unknown> and joy was <unknown> off with a pair of scissors as he,agree,agree
255,10839,afghan mother kills <number> taliban          ,<unknown> the afghan mother who,<unknown> <unknown> the afghan mother who rushed to take revenge of her son 's death,agree,agree
256,10991,justin bieber saved a guy getting <unknown> by a bear     ,from being <unknown> by a,justin biebers song has saved a russian man from being <unknown> by a bear ,agree,agree
257,10998,the <unknown> was sick so the bride married a guest at her wedding in a,<unknown> resolved the matter <unknown>,both families have <unknown> resolved the matter <unknown> said the complaints have been withdrawn <unknown>,agree,agree
258,11001,cruel aunt cuts her <unknown> nephew 's penis off because he burst in on her,<unknown> is now in police,<unknown> is now in police custody after being tracked down by law enforcement officers ,agree,agree
259,11018,angry indian bride <unknown> wedding guest         ,    ,              ,agree,agree
260,11113,no gender <unknown> on <unknown>          ,passengers will have to purchase,according to the new system passengers will have to purchase tickets while making reservations on,agree,agree
261,11157,wife chops off cheating husbands penis twice        ,he was stopped and the,he was stopped and the woman was taken in for treatment and then we discovered,agree,agree
262,11169,justin bieber <unknown> saves russian man from bear attack      ,from being <unknown> by a,justin biebers song has saved a russian man from being <unknown> by a bear ,agree,agree
263,11182,man saved from bear attack thanks to his justin bieber <unknown>    ,<unknown> may be glad to,orlando <unknown> may be glad to know he is not the only one who cant,agree,agree
264,11188,children used to replace fighting dogs         ,on all <unknown> <unknown> <unknown>,<unknown> said she had witnessed the children getting down on all <unknown> <unknown> <unknown> biting,agree,agree
265,11189,bieber <unknown> <unknown> bear saves man 's life       ,a man fishing in northern,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
266,11224,boy <number> billed with no show fee for missing friend 's birthday party  ,it was a joke to,i thought it was a joke to begin with i am lost for words <unknown>,agree,agree
267,11253,woman pays <number> for third <unknown> to make herself less attractive to men  ,image via twitter  ,image via twitter            ,agree,agree
268,11277,argentina president <unknown> young jewish boy as <unknown> to prevent him from turning into <unknown>,by a <unknown> in <number>,starting in <number> the tradition was formally established by a <unknown> in <number> by juan,agree,agree
269,11279,missing <unknown> soldiers found trying to cross us border to canada    ,    ,              ,agree,agree
270,11291,saudi arabian airline to separate <unknown> after men complain about blokes sitting next to their,writes <unknown> on jan <number>,writes <unknown> on jan <number> airline company <unknown> will order its staff to keep men,agree,agree
271,11319,disgusting <unknown> <unknown> <unknown> <unknown> <unknown> sick selfie exposed last photo of comic icon when,eager to talk to dr,medical investigators are now eager to talk to dr <unknown> about the events leading up,agree,agree
272,11328,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,by a <unknown> in <number>,starting in <number> the tradition was formally established by a <unknown> in <number> by juan,agree,agree
273,11366,<unknown> legend leads to jewish <unknown> 's adoption by argentina president    ,<unknown> the president last week,although this sounds like something straight out of a fantasy <unknown> the president last week,agree,agree
274,11380,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,<unknown> at him <unknown> 's,but as the bear began to <unknown> at him <unknown> 's mobile went off and,agree,agree
275,11391,hong <unknown> protesters <unknown> <unknown> hands up dont shoot      ,democratic elections in <number> and,in addition to democratic elections in <number> and continued autonomy for hong <unknown> as previously,agree,agree
276,11425,transgender teen <unknown> suicide <unknown> a <unknown> note urging the world to change  ,she identified as a girl,she says that she identified as a girl from the age of four and that,agree,agree
277,11430,teen wakes up during brain surgery asks how its going     ,<unknown> <unknown> a <unknown> <unknown>,<unknown> <unknown> a <unknown> <unknown> girl woke up while it was happening and gave the,agree,agree
278,11444,president of argentina <unknown> <unknown> to stop him from turning into a <unknown>  ,you may ever read the,as traditions go this may be the most unbelievable tale you may ever read the,agree,agree
279,11445,jealous wife who chopped off husbands penis for cheating on her chops it off a,as several others on her,angry feng later discovered the steamy message as well as several others on her smartphone,agree,agree
280,11465,saudi <unknown> religious police <unknown> <unknown> eyes        ,women with <unknown> eyes will,the law which states that women with <unknown> eyes will be forced to wear a,agree,agree
281,11486,this <unknown> cat returned home five days after being buried by its owner  ,open the door and my,i open the door and my neighbor 's standing there with the cat in her,agree,agree
282,11565,transgender teenager <number> leaves <unknown> suicide note blaming her christian parents before walking in front,front of a <unknown> trailer,<unknown> <unknown> <number> stepped in front of a <unknown> trailer on a rural highway a,agree,agree
283,11629,woman cuts off husband 's penis twice after catching him cheating    ,found the patient with blood,staff rushed out to see what was happening and found the patient with blood streaming,agree,agree
284,11646,pregnant woman loses eye during ferguson riots after officer shoots bean bag round at car,and her boyfriend <unknown> lee,<unknown> <unknown> said she and her boyfriend <unknown> lee were just riding around and <unknown>,agree,agree
285,11802,<unknown> girl <unknown> touching letter to teacher who came out as gay   ,i will always treat you,it reads dear mr r even though youre gay i will always treat you the,agree,agree
286,11803,pregnant ferguson woman loses her eye after police shoot her car with bean bag during,and her boyfriend <unknown> lee,<unknown> <unknown> said she and her boyfriend <unknown> lee were just riding around and <unknown>,agree,agree
287,11850,china penis <unknown> cruel aunt <unknown> <unknown> <unknown> 's genitals as punishment   ,from henan province in central,<unknown> <unknown> from henan province in central china is said to have attacked the boy,agree,agree
288,11921,school pupil writes moving letter to her teacher after he comes out as gay ,you the same way as,even though youre gay i will always treat you the same way as i do,agree,agree
289,11924,even though you 're gay i will always treat you the same way as i,school the teacher agreed to,after speaking to the <unknown> of the primary school the teacher agreed to tell his,agree,agree
290,11929,saudi oil explosion now said to be <unknown> <unknown>      ,security forces on tuesday shot,saudi security forces on tuesday shot dead a member of an armed group that killed,agree,agree
291,11931,<unknown> it going teen wakes up during brain surgery      ,<number> had been taken to,<unknown> <unknown> <number> had been taken to the central clinical hospital in the city of,agree,agree
292,11942,these men freak out when they discover the women they are harassing are their <unknown>,<unknown> what they told about,what 's the matter with you <unknown> what they told about you was true that,agree,agree
293,12053,justin bieber <unknown> <unknown> bear saves russian fisherman       ,    ,              ,agree,agree
294,12087,justin bieber helps defend russian fisherman from bear       ,towards the spot i 'd,i had parked my car and was walking towards the spot i 'd marked out,agree,agree
295,12135,boy <number> billed with no show fee for missing friend 's birthday party  ,<unknown> teacher said that she,<unknown> teacher said that she would let all staff know that giving the boy an,agree,agree
296,12157,parents billed <number> for a <unknown> fee after five-year-old son misses birthday party  ,alex out with his <unknown>,so where was alex out with his <unknown> whom he chose over the party when,agree,agree
297,12158,wife chopped her husband 's penis off after she discovered he had <unknown> on her,found the patient with blood,staff rushed out to see what was happening and found the patient with blood streaming,agree,agree
298,12196,argentina president <unknown> young jewish boy as <unknown> to prevent him from turning into <unknown>,the honor only applied to,<unknown> is the first jewish <unknown> as the honor only applied to catholic boys until,agree,agree
299,12256,argentina 's president <unknown> <unknown> <unknown> jewish <unknown> to prevent him turning into a <unknown>,    ,              ,agree,agree
300,12299,<unknown> president <unknown> jewish boy to save him from life as a <unknown>  ,<unknown> the seventh son born,wait what according to argentinian <unknown> the seventh son born to a family turns into,agree,agree
301,12434,this <unknown> cat returned home five days after being buried by its owner  ,society where <unknown> will have,the owner took the cat to the tampa bay humane society where <unknown> will have,agree,agree
302,12489,dear sandwich <unknown> man 's hilarious response to <unknown> sign posted on his office 's,request to a colleague to,a frustrated office worker 's request to a colleague to stop <unknown> their lunch from,agree,agree
303,12542,justin bieber saves man from bear attack        ,was recently fishing in russia,<unknown> year old <unknown> <unknown> was recently fishing in russia 's <unknown> republic when he,agree,agree
304,12624,teen <unknown> <unknown> wakes up during brain surgery asks how its going   ,<unknown> allegedly didnt appear to,<unknown> <unknown> allegedly didnt appear to wake up in pain and didnt sound panicked or,agree,agree
305,12639,brain surgery recovery teenage girl wakes up during procedure talks about cats   ,<unknown> the art of growth,recommended for you <unknown> the art of growth hacking gaining early traction by doing things,agree,agree
306,12702,a justin bieber <unknown> just saved a mans life who was being attacked by a,towards the spot i 'd,i had parked my car and was walking towards the spot i 'd marked out,agree,agree
307,12722,airline passenger freaks out over crew 's merry christmas greeting     ,flight the new york post,dont say merry christmas the man said while boarding his flight the new york post,agree,agree
308,12774,the story of the <unknown> lady is as fake as her third <unknown>  ,<unknown> site is registered to,internet rumour site snopes also uncovered her <unknown> site is registered to <unknown> <unknown> someone,agree,agree
309,12808,justin bieber <unknown> saved a russian fisherman during a bear attack    ,life of a <unknown> russian,justin bieber recently saved the life of a <unknown> russian man    ,agree,agree
310,12825,sexually frustrated female <unknown> killed male because his penis was too small   ,but we took the remains,at first we couldnt understand why but we took the remains to a vet who,agree,agree
311,12840,is <unknown> real or not leading marine <unknown> rules picture of giant <unknown> <unknown> in,eyes on <unknown> <unknown> wildly,it had glazed blank eyes on <unknown> <unknown> wildly and it clearly was a massive,agree,agree
312,12859,justin bieber saved this guy from a bear attack      ,<unknown> may be glad to,orlando <unknown> may be glad to know he is not the only one who cant,agree,agree
313,12890,kim jong-un loves cheese so much he 's ballooned in size and walks with limp,walks with a limp ,his weight has ballooned in recent months and he now walks with a limp ,agree,agree
314,12912,fake news report claims <unknown> have cut down world 's oldest tree   ,fake news   ,fake news             ,agree,agree
315,12934,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,slowly made his way back,he had dug himself out of the grave and slowly made his way back home,agree,agree
316,13098,wife chopped her husband 's penis off after she discovered he had <unknown> on her,<unknown> the area outside but,doctors and police officers <unknown> the area outside but failed to find the <unknown> missing,agree,agree
317,13109,woman pays <number> for third <unknown> to make herself less attractive to men  ,decided to take the extreme,massage <unknown> <unknown> <unknown> not her real name decided to take the extreme step as,agree,agree
318,13193,five-year-old boy gets a bill for missing school friend 's birthday party   ,threatened to take the case,the woman has since threatened to take the case to small claims court and the,agree,agree
319,13250,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,    ,              ,agree,agree
320,13275,afghan mother kills <number> taliban fighters in <unknown> <unknown> after watching her son slain in,she led a counter strike,but <unknown> by her daughter and <unknown> she led a counter strike on his attackers,agree,agree
321,13322,man 's girlfriend <unknown> acid on his penis after he <unknown> recorded their sex session,be named as she is,the girl apparently can not be named as she is under age according to african,agree,agree
322,13324,rise of the <unknown> cat pet who was killed and buried by his owner climbed,<unknown> his way out of,a florida <unknown> has been dubbed a <unknown> cat after <unknown> his way out of,agree,agree
323,13384,microsoft to buy <unknown> creator <unknown> for <unknown>       ,microsoft is primarily known for,microsoft is primarily known for business software like word and outlook but this acquisition will,agree,agree
324,13437,president of argentina <unknown> jewish boy to stop him turning into <unknown>   ,<unknown> de <unknown> met <unknown>,<unknown> <unknown> de <unknown> met <unknown> <unknown> and his family last week at her office,agree,agree
325,13441,<unknown> girl wakes up during brain surgery asks doctors <unknown> it going   ,<unknown> <unknown> a <unknown> <unknown>,<unknown> <unknown> a <unknown> <unknown> girl woke up while it was happening and gave the,agree,agree
326,13452,woman pays <number> for third <unknown> to make herself less attractive to men  ,someone that would do it,it was really hard finding someone that would do it too because theyre breaking the,agree,agree
327,13465,justin bieber saves man from bear attack        ,a man fishing in northern,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
328,13627,justin bieber 's baby saves man from violent bear attack     ,<unknown> suffered from cuts and,<unknown> suffered from cuts and severe <unknown> to his face and chest and was rescued,agree,agree
329,13647,man saved from bear attack when his justin bieber ringtones goes off sending bear fleeing,ability to <unknown> animals wildlife,while some might argue the pop song has the ability to <unknown> animals wildlife experts,agree,agree
330,13652,miracle cat <unknown> its way out of its own grave five days after being buried,<unknown> at the tampa bay,<unknown> at the tampa bay humane society where he is currently being treated believed he,agree,agree
331,13663,<unknown> have not accidentally cut down worlds oldest tree      ,fake news   ,fake news             ,agree,agree
332,13712,<unknown> is better not together company to split into <unknown> and <unknown> businesses  ,<unknown> unit <unknown> servers storage,the <unknown> <unknown> unit <unknown> servers storage networking converged systems services and software and the,agree,agree
333,13721,man removed from plane over christmas greeting dispute       ,<unknown> this week after he,a man was tossed off a flight at <unknown> this week after he freaked out,agree,agree
334,13775,no argentina 's president did not <unknown> a jewish child to stop him turning into,<unknown> de <unknown> el <unknown>,yo no <unknown> <unknown> <unknown> su <unknown> <unknown> <unknown> la <unknown> de <unknown> el <unknown>,agree,agree
335,13837,<unknown> cat buried <unknown> believed dead <unknown> back to life     ,<unknown> who seemed to have,<unknown> who seemed to have been hit by a car was in a pool of,agree,agree
336,13992,story of <unknown> <unknown> who fought off boko haram is a hoax   ,recent tweets link to a,many of the more recent tweets link to a fringe news website <unknown> and a,agree,agree
337,14086,man in china recovering in hospital after wife chopped off his penis   ,<unknown> and joy was <unknown>,the <unknown> <unknown> and joy was <unknown> off with a pair of scissors as he,agree,agree
338,14107,update children used as dogs in fights        ,<unknown> of the fights are,and in a bizarre twist the <unknown> of the fights are <unknown> just like a,agree,agree
339,14129,fisherman saved from deadly bear attack by his justin bieber <unknown>    ,ability to <unknown> animals wildlife,while some might argue the pop song has the ability to <unknown> animals wildlife experts,agree,agree
340,14143,justin bieber <unknown> off <unknown> bear and saves fisherman from a <unknown>   ,to his justin bieber <unknown>,a man was saved from a vicious bear attack thanks to his justin bieber <unknown>,agree,agree
341,14168,charlie hebdo top cop <unknown> <unknown> kills himself hours after magazine massacre   ,for the union said it,in a statement released after his death a spokesman for the union said it is,agree,agree
342,14173,pregnant woman loses eye after police shoot bean bag at her    ,    ,              ,agree,agree
343,14254,gay teacher receives touching letter from student <number> after he comes out   ,some of the words that,youre a great teacher and these are just some of the words that i would,agree,agree
344,14270,<unknown> legend leads to jewish <unknown> 's adoption by argentina president    ,<unknown> russia any seventh <unknown>,under argentine legend which reportedly originated in <unknown> russia any seventh <unknown> son will grow,agree,agree
345,14386,sorry argentina 's president did n't actually <unknown> a jewish <unknown>    ,legend that a seventh child,there 's an old argentinian legend that a seventh child will turn into el <unknown>,agree,agree
346,14387,white house chief of staff <unknown> <unknown> no threats were made to foley <unknown> families,what the law is <unknown>,we did n't threaten anybody but we made clear what the law is <unknown> said,agree,agree
347,14410,the story of the <unknown> lady is as fake as her third <unknown>  ,have an issue with it,they did have an issue with it and it was really hard finding somebody that,agree,agree
348,14461,justin bieber basically saves a russian man from a bear     ,<unknown> must have startled the,wildlife experts believe that the <unknown> must have startled the bear into halting its assault,agree,agree
349,14512,justin bieber 's baby saves man from violent bear attack     ,spot id marked out when,i had parked my car and was walking towards the spot id marked out when,agree,agree
350,14524,outrage as children <unknown> dog fighting         ,<unknown> real dog fights with,<unknown> children are being forced to <unknown> real dog fights with bets placed on which,agree,agree
351,14527,man saved from bear attack when his justin bieber ringtones goes off sending bear fleeing,a man fishing in northern,a man fishing in northern russia was attacked by a bear but the bear fled,agree,agree
352,14546,<unknown> girl <unknown> touching letter to teacher who came out as gay   ,some of the words that,youre a great teacher and these are just some of the words that i would,agree,agree
353,14552,how 's it going teenager wakes up during brain surgery and asks doctors for progress,<unknown> reportedly asked how the,while chatting with doctors during the procedure <unknown> reportedly asked how the surgery was going,agree,agree
354,14634,ferguson and hong <unknown> have one important thing in common     ,an embarrassing back down today,chinese riot police were forced into an embarrassing back down today as they withdrew from,agree,agree
355,14722,hungry florida cat defies death digs its way out of grave to return home video,<unknown> was rushed to the,<unknown> was rushed to the vets where medics said he would likely lose an eye,agree,agree
356,14740,tail of survival buried cat believed dead <unknown> back to life    ,<unknown> wound up on a,<unknown> wound up on a neighbors front yard after he dug himself out of the,agree,agree
357,14801,woman faces jail time after slicing off <unknown> nephew 's penis    ,<unknown> is now in police,<unknown> is now in police custody after being tracked down by law enforcement officers ,agree,agree
358,14836,<unknown> to split into two public companies        ,<unknown> known as <unknown> is,technology giant <unknown> known as <unknown> is to split itself into two separate companies ,agree,agree
359,14843,even though you 're gay i will always treat you the same way as i,he was stunned to receive,he was stunned to receive the letter from the child afterwards which described him as,agree,agree
360,14958,<unknown> president <unknown> jewish <unknown> to <unknown> <unknown> legend      ,the honor only applied to,<unknown> is the first jewish <unknown> as the honor only applied to catholic boys until,agree,agree
361,14961,<unknown> writes moving letter to teacher who came out as gay to his class ,<unknown> writes moving letter to,<unknown> writes moving letter to teacher who came out as gay the letter that the,agree,agree
362,14986,ferguson and hong <unknown> have one important thing in common     ,returned to china in <number>,after <number> years of british rule hong <unknown> was returned to china in <number> but,agree,agree
363,15003,man in china recovering in hospital after wife chopped off his penis   ,used feng 's phone to,fan lung <number> used feng 's phone to send the <unknown> messages to <unknown> hung,agree,agree
364,15104,argentina president <unknown> young jewish boy as <unknown> to prevent him from turning into <unknown>,<unknown> the president last week,although this sounds like something straight out of a fantasy <unknown> the president last week,agree,agree
365,15161,three afghan soldiers who vanished from massachusetts military base are found trying to cross into,    ,              ,agree,agree
366,15175,<unknown> legend leads to jewish <unknown> 's adoption by argentina president    ,<unknown> century that parents would,the belief was allegedly so widespread in the <unknown> century that parents would kill the,disagree,disagree
367,15177,<unknown> president <unknown> jewish boy to save him from life as a <unknown>  ,<unknown> that states the seventh,there 's apparently an obscure bit of argentinian <unknown> that states the seventh son born,agree,agree
368,15205,<unknown> cat is getting gender assignment surgery        ,met thanks to a friend,the <number> <number> bill for the complicated surgery will be met thanks to a friend,agree,agree
369,15222,third <unknown> likely a hoax          ,    ,              ,agree,agree
370,15248,justin bieber saves man from bear attack        ,<unknown> suffered from cuts and,<unknown> suffered from cuts and severe <unknown> to his face and chest and was rescued,agree,agree
371,15282,<unknown> <unknown> doctor took a selfie while she was out cold before doing an unauthorised,statement by her attorneys says,statement by her attorneys says she 's respected and admired by peers   ,disagree,disagree
